20,1068,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
193124,10428696,1
0,0,0
498115,26898198,1
0,0,0
436450,23568288,1
0,0,0
0,0,0
1,42,1
516450,27888288,1
0,0,0
0,0,0
0,0,0
793085,42826422,4
820400,44301456,4
774761,41836962,4
820397,44301330,4
838263,45266166,3
0,0,0
498115,26898198,1
0,0,0
0,0,0
0,0,0
820400,44301456,4
1,42,1
516450,27888288,1
820403,44301582,4
0,0,0
0,0,0
843321,45539286,3
0,0,0
820400,44301456,4
820397,44301330,4
0,0,0
498115,26898198,1
0,0,0
0,0,0
0,0,0
820400,44301456,4
1,42,1
516450,27888288,1
820403,44301582,4
0,0,0
0,0,0
843321,45539286,3
0,0,0
820400,44301456,4
820397,44301330,4
0,0,0
0,0,0
2,196,2
2,196,2
4,280,2
4,280,2
4,280,2
6,476,2
8,672,2
8,672,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
12,840,2
0,0,0
3,294,2
3,294,2
3,294,2
5,378,2
5,378,2
5,378,2
5,378,2
5,378,2
5,378,2
5,378,2
5,378,2
5,378,2
5,378,2
5,378,2
0,0,0
0,0,1
0,0,0
0,0,0
0,0,0
0,0,0
486291,26259702,1
0,0,0
0,0,0
0,0,0
495133,26737170,1
82227,4440258,1
0,0,0
459179,24795654,1
510051,27542742,1
0,0,0
0,0,0
0,0,0
0,0,0
532616,28761252,1
488686,26389032,1
0,0,0
0,0,0
357108,19283820,1
0,0,0
467153,25226250,1
0,0,0
476774,25745784,1
454702,24553896,1
472888,25535940,1
510051,27542742,1
129688,7003152,1
462590,24979848,1
0,0,0
0,0,0
0,0,0
0,0,0
532616,28761252,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
532616,28761252,1
0,0,0
0,0,0
478027,25813434,4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
532616,28761252,1
638019,34452858,4
660192,35650200,4
0,0,0
643637,34756374,4
665586,35941620,4
0,0,0
681931,36824106,4
0,0,0
647791,34980678,4
669686,36163008,4
0,0,0
683446,36906060,4
631275,34088838,4
653378,35282388,4
675195,36460506,4
679396,36687360,2
684033,36937758,2
687676,37134480,2
510051,27542742,1
510051,27542742,1
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
510051,27542742,1
0,0,0
683447,36906102,4
0,0,0
0,0,0
0,0,0
683446,36906060,4
532616,28761252,1
692483,37394058,2
0,0,0
0,0,0
683458,36906564,4
0,0,0
0,0,0
683446,36906060,4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13,690,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13,690,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4,216,1
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
11,582,1
14,744,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
20,1068,1
21,1122,1
0,0,0
11,582,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
20,1068,1
26,1392,2
0,0,0
20,1068,1
0,0,0
0,0,0
10,528,1
0,0,0
0,0,0
20,1068,1
0,0,0
16,852,1
0,0,0
20,1068,1
0,0,0
20,1068,1
42,2244,2
0,0,0
20,1068,1
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
30,1596,2
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
36,1920,2
42,2244,2
0,0,0
20,1068,1
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
46,2448,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
56,2988,3
0,0,0
35,1866,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
62,3300,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
74,3936,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
85,4530,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
85,4530,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
85,4530,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
85,4530,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
85,4530,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
85,4530,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
20,1068,1
0,0,0
42,2232,2
85,4530,4
0,0,0
41,2178,2
0,0,0
0,0,0
20,1068,1
0,0,0
0,0,0
63,3342,3
0,0,0
21,1122,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13,690,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,54,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
11,582,1
0,0,0
15,798,1
0,0,0
0,0,0
0,0,0
18,960,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
20,1068,1
0,0,0
21,1122,1
0,0,0
12,636,1
0,0,0
20,1068,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20,1068,1
0,0,0
20,1068,1
0,0,0
27,1446,2
0,0,0
20,1068,1
0,0,0
20,1068,1
0,0,0
0,0,0
13,690,1
15,798,1
0,0,0
0,0,0
20,1068,1
0,0,0
20,1068,1
0,0,0
42,2244,2
0,0,0
20,1068,1
0,0,0
26,1392,2
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
36,1920,2
0,0,0
42,2244,2
0,0,0
20,1068,1
0,0,0
42,2244,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
57,3042,3
0,0,0
36,1920,2
0,0,0
59,3150,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
74,3948,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
20,1068,1
0,0,0
41,2190,2
0,0,0
84,4488,4
0,0,0
40,2136,2
0,0,0
61,3258,3
0,0,0
0,0,0
20,1068,1
21,1122,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
71214,3845556,1
0,0,0
418961,22623882,1
0,0,0
0,0,0
0,0,0
549054,29648904,1
466873,25211130,1
0,0,0
501995,27107718,1
431354,23293104,1
0,0,0
0,0,0
0,0,0
0,0,0
500844,27045564,1
476121,25710522,1
549054,29648904,1
0,0,0
0,0,0
0,0,0
82519,4456026,1
470019,25381014,1
482720,26066868,1
