2,1,54,0.5,27.0
2,-1,-54,-0.5,-27.0
2,31,1650,15.5,825.0
2,-13,-690,-6.5,-345.0
2,14,744,7.0,372.0
2,-15,-798,-7.5,-399.0
-2,1,54,-0.5,-27.0
-2,-1,-54,0.5,27.0
4,-10,-528,-2.5,-132.0
4,1,54,0.25,13.5
4,8,420,2.0,105.0
4,1,54,0.25,13.5
2,-1,-54,-0.5,-27.0
2,1,54,0.5,27.0
2,22,1152,11.0,576.0
2,1,54,0.5,27.0
2,-7,-354,-3.5,-177.0
2,1,54,0.5,27.0
4,-102,-5448,-25.5,-1362.0
4,103,5502,25.75,1375.5
4,-104,-5556,-26.0,-1389.0
4,103,5502,25.75,1375.5
0,14,744,14,744
0,1,54,1,54
0,0,0,0,0
0,-1,-54,-1,-54
0,-99,-5286,-99,-5286
0,100,5340,100,5340
0,-101,-5394,-101,-5394
0,100,5340,100,5340
4,-1,-54,-0.25,-13.5
4,1,54,0.25,13.5
4,-1,-54,-0.25,-13.5
4,1,54,0.25,13.5
2,-1,-54,-0.5,-27.0
2,1,54,0.5,27.0
2,5,246,2.5,123.0
2,1,54,0.5,27.0
2,-2,-96,-1.0,-48.0
2,1,54,0.5,27.0
-2,1,54,-0.5,-27.0
4,-85,-4542,-21.25,-1135.5
4,86,4596,21.5,1149.0
4,-87,-4650,-21.75,-1162.5
4,86,4596,21.5,1149.0
0,0,0,0,0
0,1,54,1,54
0,0,0,0,0
0,-1,-54,-1,-54
0,-82,-4380,-82,-4380
0,83,4434,83,4434
0,-84,-4488,-84,-4488
0,83,4434,83,4434
4,-1,-54,-0.25,-13.5
4,1,54,0.25,13.5
4,-1,-54,-0.25,-13.5
4,1,54,0.25,13.5
2,-1,-54,-0.5,-27.0
2,1,54,0.5,27.0
2,0,-12,0.0,-6.0
2,1,54,0.5,27.0
2,-2,-96,-1.0,-48.0
2,1,54,0.5,27.0
-2,15,810,-7.5,-405.0
-2,1,54,-0.5,-27.0
4,-69,-3678,-17.25,-919.5
4,70,3732,17.5,933.0
4,-71,-3786,-17.75,-946.5
4,70,3732,17.5,933.0
0,0,0,0,0
0,1,54,1,54
0,0,0,0,0
0,-1,-54,-1,-54
