2,-53826,-2906604,-26913.0,-1453302.0
2,870562,47010348,435281.0,23505174.0
2,-30283,-1635282,-15141.5,-817641.0
2,1940616,104793240,970308.0,52396620.0
2,-1509538,-81515040,-754769.0,-40757520.0
2,-342,-18468,-171.0,-9234.0
0,811501,43821042,811501,43821042
0,-3629,-195966,-3629,-195966
0,783458,42306720,783458,42306720
0,125529,6778566,125529,6778566
0,640353,34579062,640353,34579062
0,359070,19389780,359070,19389780
2,12370,667980,6185.0,333990.0
0,802082,43312428,802082,43312428
0,67501,3645054,67501,3645054
0,531685,28710978,531685,28710978
0,695190,37540260,695190,37540260
2,8359,451386,4179.5,225693.0
0,752447,40632126,752447,40632126
0,2276,122904,2276,122904
0,768602,41504508,768602,41504508
0,185307,10006578,185307,10006578
0,485057,26193066,485057,26193066
0,634404,34257816,634404,34257816
2,3381182,182583804,1690591.0,91291902.0
2,-2944567,-159006606,-1472283.5,-79503303.0
2,-139200,-7516812,-69600.0,-3758406.0
2,1346203,72694962,673101.5,36347481.0
0,16329,881766,16329,881766
0,744298,40192092,744298,40192092
0,291667,15750018,291667,15750018
0,256680,13860708,256680,13860708
0,1207247,65191338,1207247,65191338
2,-36570,-1974780,-18285.0,-987390.0
0,814323,43973430,814323,43973430
0,-20606,-1112724,-20606,-1112724
0,1371648,74068992,1371648,74068992
0,-714587,-38587698,-714587,-38587698
0,2551138,137761440,2551138,137761440
0,-2027629,-109491966,-2027629,-109491966
0,-728944,-39362988,-728944,-39362988
0,2092100,112973400,2092100,112973400
2,-43416,-2344464,-21708.0,-1172232.0
0,866092,46768968,866092,46768968
0,-22322,-1205388,-22322,-1205388
0,1702083,91912470,1702083,91912470
0,-1157418,-62500572,-1157418,-62500572
0,3085184,166599924,3085184,166599924
0,-2582301,-139444254,-2582301,-139444254
0,-101047,-5456550,-101047,-5456550
0,1006755,54364770,1006755,54364770
2,3579973,193318530,1789986.5,96659265.0
2,-3238394,-174873276,-1619197.0,-87436638.0
0,144635,7810278,144635,7810278
0,522247,28201338,522247,28201338
2,4603836,248607144,2301918.0,124303572.0
2,-4367730,-235857420,-2183865.0,-117928710.0
2,5472583,295519470,2736291.5,147759735.0
2,-5259883,-284033682,-2629941.5,-142016841.0
2,-908194,-49042488,-454097.0,-24521244.0
2,1879698,101503704,939849.0,50751852.0
2,-1491881,-80561586,-745940.5,-40280793.0
2,2734271,147650646,1367135.5,73825323.0
2,-244181,-13185786,-122090.5,-6592893.0
2,1219561,65856306,609780.5,32928153.0
2,4778591,258043914,2389295.5,129021957.0
2,-3900663,-210635814,-1950331.5,-105317907.0
0,502009,27108474,502009,27108474
0,589055,31808982,589055,31808982
2,6084243,328549122,3042121.5,164274561.0
2,-4768119,-257478438,-2384059.5,-128739219.0
2,6919952,373677408,3459976.0,186838704.0
2,-5259883,-284033682,-2629941.5,-142016841.0
